trial,elapsed_s,imgsz,track_high_thresh,track_low_thresh,new_track_thresh,proximity_thresh,appearance_thresh,conf_threshold,relink_iou_thresh,relink_dist_thresh,gmm_max_lost,gmm_search_pad,gmm_min_blob_area,iou_match_threshold,fps_multiply,lost_frames_before_gmm,gmm_history,gmm_var_threshold,bg_subtractor,edge_margin,edge_search_pad,edge_kill_margin,track_buffer,match_thresh,with_reid,gmc_method,fuse_score,gt1_HOTA,gt1_MOTA,gt1_MOTP,gt1_IDF1,gt1_MT,gt1_ML,gt1_GT_tracks,gt1_TP,gt1_FP,gt1_FN,gt1_IDS,gt1_Frag,gt1_GT_dets,gt2_HOTA,gt2_MOTA,gt2_MOTP,gt2_IDF1,gt2_MT,gt2_ML,gt2_GT_tracks,gt2_TP,gt2_FP,gt2_FN,gt2_IDS,gt2_Frag,gt2_GT_dets,gt3_HOTA,gt3_MOTA,gt3_MOTP,gt3_IDF1,gt3_MT,gt3_ML,gt3_GT_tracks,gt3_TP,gt3_FP,gt3_FN,gt3_IDS,gt3_Frag,gt3_GT_dets,gt1_vec_angle_diff,gt1_vec_conf_gt,gt1_vec_conf_pred,gt1_vec_n_gt,gt1_vec_n_pred,gt2_vec_angle_diff,gt2_vec_conf_gt,gt2_vec_conf_pred,gt2_vec_n_gt,gt2_vec_n_pred,gt3_vec_angle_diff,gt3_vec_conf_gt,gt3_vec_conf_pred,gt3_vec_n_gt,gt3_vec_n_pred,avg_HOTA,avg_MOTA,avg_IDF1,avg_vec_angle_diff
782,214.5,960,0.3,0.05,0.2,0.8,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
783,214.4,960,0.3,0.05,0.2,0.8,0.5,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
784,214.3,960,0.3,0.05,0.3,0.4,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
785,215.0,960,0.3,0.05,0.3,0.4,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
786,214.9,960,0.3,0.05,0.3,0.4,0.5,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
787,214.3,960,0.3,0.05,0.3,0.6,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
788,214.1,960,0.3,0.05,0.3,0.6,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
789,214.0,960,0.3,0.05,0.3,0.6,0.5,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
790,213.9,960,0.3,0.05,0.3,0.8,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
791,214.5,960,0.3,0.05,0.3,0.8,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
792,214.6,960,0.3,0.05,0.3,0.8,0.5,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
811,214.0,960,0.3,0.1,0.1,0.4,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
812,214.4,960,0.3,0.1,0.1,0.4,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
813,213.8,960,0.3,0.1,0.1,0.4,0.5,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
814,213.2,960,0.3,0.1,0.1,0.6,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
815,213.9,960,0.3,0.1,0.1,0.6,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
816,213.6,960,0.3,0.1,0.1,0.6,0.5,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
817,213.9,960,0.3,0.1,0.1,0.8,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
818,213.7,960,0.3,0.1,0.1,0.8,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
819,214.2,960,0.3,0.1,0.1,0.8,0.5,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
820,213.7,960,0.3,0.1,0.2,0.4,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
821,213.3,960,0.3,0.1,0.2,0.4,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
822,214.1,960,0.3,0.1,0.2,0.4,0.5,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
823,213.6,960,0.3,0.1,0.2,0.6,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
824,213.7,960,0.3,0.1,0.2,0.6,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
825,214.0,960,0.3,0.1,0.2,0.6,0.5,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
826,214.1,960,0.3,0.1,0.2,0.8,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
827,213.7,960,0.3,0.1,0.2,0.8,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
828,213.8,960,0.3,0.1,0.2,0.8,0.5,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
829,213.5,960,0.3,0.1,0.3,0.4,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
830,213.5,960,0.3,0.1,0.3,0.4,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
831,214.1,960,0.3,0.1,0.3,0.4,0.5,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
832,214.2,960,0.3,0.1,0.3,0.6,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
833,214.8,960,0.3,0.1,0.3,0.6,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
834,214.4,960,0.3,0.1,0.3,0.6,0.5,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
835,214.4,960,0.3,0.1,0.3,0.8,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
836,214.4,960,0.3,0.1,0.3,0.8,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
837,214.1,960,0.3,0.1,0.3,0.8,0.5,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
856,213.8,960,0.3,0.2,0.1,0.4,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
857,213.7,960,0.3,0.2,0.1,0.4,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
858,214.0,960,0.3,0.2,0.1,0.4,0.5,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
859,213.6,960,0.3,0.2,0.1,0.6,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
860,213.8,960,0.3,0.2,0.1,0.6,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
861,213.8,960,0.3,0.2,0.1,0.6,0.5,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
862,213.8,960,0.3,0.2,0.1,0.8,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
863,213.5,960,0.3,0.2,0.1,0.8,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
864,214.2,960,0.3,0.2,0.1,0.8,0.5,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
865,214.5,960,0.3,0.2,0.2,0.4,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
866,214.1,960,0.3,0.2,0.2,0.4,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
867,213.8,960,0.3,0.2,0.2,0.4,0.5,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
868,214.6,960,0.3,0.2,0.2,0.6,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
869,214.5,960,0.3,0.2,0.2,0.6,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
870,214.6,960,0.3,0.2,0.2,0.6,0.5,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,False,sparseOptFlow,True,58.36,20.31,66.9,53.63,1,9,13,1016,567,1190,1,76,2206,49.66,13.47,66.45,42.22,1,5,9,528,303,1142,0,45,1670,72.68,28.45,71.56,69.69,1,2,6,1767,1156,381,0,22,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,60.23,20.74,55.18,
