trial,elapsed_s,imgsz,track_high_thresh,track_low_thresh,new_track_thresh,conf_threshold,conf_threshold,relink_iou_thresh,relink_dist_thresh,gmm_max_lost,gmm_search_pad,gmm_min_blob_area,iou_match_threshold,fps_multiply,lost_frames_before_gmm,gmm_history,gmm_var_threshold,bg_subtractor,edge_margin,edge_search_pad,edge_kill_margin,match_thresh,fuse_score,gt1_HOTA,gt1_MOTA,gt1_MOTP,gt1_IDF1,gt1_MT,gt1_ML,gt1_GT_tracks,gt1_TP,gt1_FP,gt1_FN,gt1_IDS,gt1_Frag,gt1_GT_dets,gt2_HOTA,gt2_MOTA,gt2_MOTP,gt2_IDF1,gt2_MT,gt2_ML,gt2_GT_tracks,gt2_TP,gt2_FP,gt2_FN,gt2_IDS,gt2_Frag,gt2_GT_dets,gt3_HOTA,gt3_MOTA,gt3_MOTP,gt3_IDF1,gt3_MT,gt3_ML,gt3_GT_tracks,gt3_TP,gt3_FP,gt3_FN,gt3_IDS,gt3_Frag,gt3_GT_dets,gt1_vec_angle_diff,gt1_vec_conf_gt,gt1_vec_conf_pred,gt1_vec_n_gt,gt1_vec_n_pred,gt2_vec_angle_diff,gt2_vec_conf_gt,gt2_vec_conf_pred,gt2_vec_n_gt,gt2_vec_n_pred,gt3_vec_angle_diff,gt3_vec_conf_gt,gt3_vec_conf_pred,gt3_vec_n_gt,gt3_vec_n_pred,avg_HOTA,avg_MOTA,avg_IDF1,avg_vec_angle_diff
130,91.2,960,0.7,0.05,0.6,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,39.24,8.57,65.43,27.31,0,5,6,369,185,1779,0,10,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,13.08,2.86,9.1,
131,91.0,960,0.7,0.1,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,39.24,8.57,65.43,27.31,0,5,6,369,185,1779,0,10,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,13.08,2.86,9.1,
132,91.0,960,0.7,0.1,0.2,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,39.24,8.57,65.43,27.31,0,5,6,369,185,1779,0,10,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,13.08,2.86,9.1,
133,91.1,960,0.7,0.1,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,39.24,8.57,65.43,27.31,0,5,6,369,185,1779,0,10,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,13.08,2.86,9.1,
134,91.1,960,0.7,0.1,0.4,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,39.24,8.57,65.43,27.31,0,5,6,369,185,1779,0,10,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,13.08,2.86,9.1,
135,91.0,960,0.7,0.1,0.6,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,39.24,8.57,65.43,27.31,0,5,6,369,185,1779,0,10,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,13.08,2.86,9.1,
136,90.8,960,0.7,0.2,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,39.24,8.57,65.43,27.31,0,5,6,369,185,1779,0,10,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,13.08,2.86,9.1,
137,91.0,960,0.7,0.2,0.2,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,39.24,8.57,65.43,27.31,0,5,6,369,185,1779,0,10,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,13.08,2.86,9.1,
138,90.7,960,0.7,0.2,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,39.24,8.57,65.43,27.31,0,5,6,369,185,1779,0,10,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,13.08,2.86,9.1,
139,91.0,960,0.7,0.2,0.4,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,39.24,8.57,65.43,27.31,0,5,6,369,185,1779,0,10,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,13.08,2.86,9.1,
140,91.1,960,0.7,0.2,0.6,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,39.24,8.57,65.43,27.31,0,5,6,369,185,1779,0,10,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,13.08,2.86,9.1,
51,80.5,640,0.7,0.01,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,0.0,0.0,0.0,0.0,0,6,6,0,0,2148,0,0,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,0.0,0.0,0.0,
52,80.5,640,0.7,0.01,0.2,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,0.0,0.0,0.0,0.0,0,6,6,0,0,2148,0,0,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,0.0,0.0,0.0,
53,80.3,640,0.7,0.01,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,0.0,0.0,0.0,0.0,0,6,6,0,0,2148,0,0,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,0.0,0.0,0.0,
54,80.2,640,0.7,0.01,0.4,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,0.0,0.0,0.0,0.0,0,6,6,0,0,2148,0,0,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,0.0,0.0,0.0,
55,80.4,640,0.7,0.01,0.6,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,0.0,0.0,0.0,0.0,0,6,6,0,0,2148,0,0,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,0.0,0.0,0.0,
56,80.4,640,0.7,0.05,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,0.0,0.0,0.0,0.0,0,6,6,0,0,2148,0,0,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,0.0,0.0,0.0,
57,80.5,640,0.7,0.05,0.2,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,0.0,0.0,0.0,0.0,0,6,6,0,0,2148,0,0,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,0.0,0.0,0.0,
58,80.2,640,0.7,0.05,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,0.0,0.0,0.0,0.0,0,6,6,0,0,2148,0,0,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,0.0,0.0,0.0,
59,80.5,640,0.7,0.05,0.4,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,0.0,0.0,0.0,0.0,0,6,6,0,0,2148,0,0,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,0.0,0.0,0.0,
60,80.3,640,0.7,0.05,0.6,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,0.0,0.0,0.0,0.0,0,6,6,0,0,2148,0,0,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,0.0,0.0,0.0,
61,80.6,640,0.7,0.1,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,0.0,0.0,0.0,0.0,0,6,6,0,0,2148,0,0,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,0.0,0.0,0.0,
62,80.2,640,0.7,0.1,0.2,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,0.0,0.0,0.0,0.0,0,6,6,0,0,2148,0,0,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,0.0,0.0,0.0,
63,80.4,640,0.7,0.1,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,0.0,0.0,0.0,0.0,0,6,6,0,0,2148,0,0,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,0.0,0.0,0.0,
64,80.5,640,0.7,0.1,0.4,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,0.0,0.0,0.0,0.0,0,6,6,0,0,2148,0,0,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,0.0,0.0,0.0,
65,80.3,640,0.7,0.1,0.6,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,0.0,0.0,0.0,0.0,0,6,6,0,0,2148,0,0,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,0.0,0.0,0.0,
66,80.3,640,0.7,0.2,0.1,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,0.0,0.0,0.0,0.0,0,6,6,0,0,2148,0,0,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,0.0,0.0,0.0,
67,80.4,640,0.7,0.2,0.2,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,0.0,0.0,0.0,0.0,0,6,6,0,0,2148,0,0,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,0.0,0.0,0.0,
68,80.3,640,0.7,0.2,0.3,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,0.0,0.0,0.0,0.0,0,6,6,0,0,2148,0,0,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,0.0,0.0,0.0,
69,80.3,640,0.7,0.2,0.4,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,0.0,0.0,0.0,0.0,0,6,6,0,0,2148,0,0,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,0.0,0.0,0.0,
70,80.2,640,0.7,0.2,0.6,0.05,0.05,140,20,120,10,0.3,1,1,200,16,MOG2,40,50,60,30,0.8,True,0.0,0.0,0.0,0.0,0,13,13,0,0,2206,0,0,2206,0.0,0.0,0.0,0.0,0,9,9,0,0,1670,0,0,1670,0.0,0.0,0.0,0.0,0,6,6,0,0,2148,0,0,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,,0.503,0.0,2,0,0.0,0.0,0.0,
