trial,elapsed_s,relink_iou_thresh,relink_dist_thresh,iou_match_threshold,lost_frames_before_gmm,gmm_max_lost,gmm_search_pad,gmm_min_blob_area,gmm_max_lifetime,gmm_history,gmm_var_threshold,gmm_downscale,conf_threshold,imgsz,fps_multiply,bg_subtractor,edge_margin,edge_search_pad,edge_kill_margin,track_high_thresh,track_low_thresh,new_track_thresh,track_buffer,match_thresh,proximity_thresh,appearance_thresh,with_reid,gmc_method,fuse_score,gt1_HOTA,gt1_MOTA,gt1_MOTP,gt1_IDF1,gt1_MT,gt1_ML,gt1_GT_tracks,gt1_TP,gt1_FP,gt1_FN,gt1_IDS,gt1_Frag,gt1_GT_dets,gt2_HOTA,gt2_MOTA,gt2_MOTP,gt2_IDF1,gt2_MT,gt2_ML,gt2_GT_tracks,gt2_TP,gt2_FP,gt2_FN,gt2_IDS,gt2_Frag,gt2_GT_dets,gt3_HOTA,gt3_MOTA,gt3_MOTP,gt3_IDF1,gt3_MT,gt3_ML,gt3_GT_tracks,gt3_TP,gt3_FP,gt3_FN,gt3_IDS,gt3_Frag,gt3_GT_dets,gt1_vec_angle_diff,gt1_vec_conf_gt,gt1_vec_conf_pred,gt1_vec_n_gt,gt1_vec_n_pred,gt2_vec_angle_diff,gt2_vec_conf_gt,gt2_vec_conf_pred,gt2_vec_n_gt,gt2_vec_n_pred,gt3_vec_angle_diff,gt3_vec_conf_gt,gt3_vec_conf_pred,gt3_vec_n_gt,gt3_vec_n_pred,avg_HOTA,avg_MOTA,avg_IDF1,avg_vec_angle_diff
88,396.4,0.05,120.0,0.35,0,10,60,10,20,100,16.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,61.46,-11.24,66.02,56.71,0,7,13,1607,1854,599,1,76,2206,55.38,-3.11,70.15,48.1,1,2,9,798,850,872,0,26,1670,64.33,-14.53,73.63,59.28,1,1,6,1790,2101,358,1,31,2148,9.49,1.0,1.0,1,1,,1.0,0.0,1,0,56.08,0.503,1.0,2,1,60.39,-9.63,54.7,32.78
73,413.7,0.05,220.0,0.2,0,10,60,25,40,200,16.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,62.19,-9.07,65.99,57.51,0,7,13,1628,1828,578,0,71,2206,56.22,1.08,70.28,49.22,1,2,9,800,781,870,1,25,1670,64.34,-14.48,73.59,59.29,1,1,6,1790,2100,358,1,31,2148,9.49,1.0,1.0,1,1,,1.0,0.0,1,0,55.93,0.503,1.0,2,1,60.92,-7.49,55.34,32.71
149,444.6,0.2,220.0,0.2,0,10,60,25,20,400,16.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,61.75,-11.88,65.96,57.08,0,7,13,1641,1903,565,0,78,2206,56.63,1.92,70.36,49.86,1,2,9,814,781,856,1,28,1670,64.36,-14.48,73.58,59.29,1,1,6,1790,2100,358,1,30,2148,9.54,1.0,1.0,1,1,,1.0,0.0,1,0,55.54,0.503,1.0,2,1,60.91,-8.15,55.41,32.54
5,442.5,0.05,220.0,0.35,0,10,60,50,40,400,32.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,61.64,-10.47,65.94,57.0,0,7,13,1615,1846,591,0,79,2206,57.13,4.07,70.11,50.26,1,2,9,809,740,861,1,22,1670,64.45,-14.25,73.57,59.38,1,1,6,1793,2098,355,1,29,2148,9.56,1.0,1.0,1,1,,1.0,0.0,1,0,54.89,0.503,1.0,2,1,61.07,-6.88,55.55,32.23
456,441.7,0.05,160.0,0.1,3,10,60,50,60,400,32.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,72.93,49.5,65.54,72.93,0,7,13,1501,409,705,0,119,2206,63.23,38.92,69.46,59.77,0,3,9,757,106,913,1,49,1670,84.45,68.99,73.58,84.13,1,2,6,1765,283,383,0,32,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,25.0,0.503,0.756,2,2,73.54,52.47,72.28,25.0
388,442.3,0.2,160.0,0.2,3,10,60,50,60,400,32.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,72.93,49.5,65.54,72.93,0,7,13,1501,409,705,0,119,2206,63.23,38.92,69.46,59.77,0,3,9,757,106,913,1,49,1670,84.43,68.95,73.58,84.11,1,2,6,1765,284,383,0,32,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,25.0,0.503,0.756,2,2,73.53,52.46,72.27,25.0
135,245.2,0.1,160.0,0.35,1,10,60,50,40,100,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,73.71,48.28,65.53,72.87,0,7,13,1531,465,675,1,83,2206,63.42,34.85,69.3,58.88,1,3,9,779,197,891,0,29,1670,79.04,51.91,73.49,77.68,1,1,6,1798,683,350,0,30,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,34.06,0.503,0.9323,2,2,72.06,45.01,69.81,22.54
398,442.8,0.05,160.0,0.2,3,10,60,25,60,400,16.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,72.91,48.05,65.41,72.66,0,7,13,1523,463,683,0,112,2206,62.59,37.54,69.67,58.94,0,4,9,748,120,922,1,49,1670,84.32,68.76,73.59,84.01,1,2,6,1763,286,385,0,33,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,24.9,0.503,0.755,2,2,73.27,51.45,71.87,17.96
213,443.4,0.2,120.0,0.2,3,10,60,25,60,400,16.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,72.88,48.01,65.41,72.66,0,7,13,1523,463,683,1,112,2206,62.56,37.43,69.68,59.01,0,4,9,750,122,920,3,49,1670,84.32,68.76,73.59,84.01,1,2,6,1763,286,385,0,33,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,24.9,0.503,0.755,2,2,73.25,51.4,71.89,17.96
116,444.5,0.05,160.0,0.2,3,10,60,10,20,400,16.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,73.04,48.32,65.38,72.92,0,7,13,1535,469,671,0,116,2206,62.34,35.99,69.61,58.54,0,4,9,754,152,916,1,48,1670,84.32,68.76,73.59,84.01,1,2,6,1763,286,385,0,33,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,24.9,0.503,0.755,2,2,73.23,51.02,71.82,17.96
464,261.5,0.2,220.0,0.2,0,10,140,10,40,400,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,61.64,-12.42,65.76,57.18,2,7,13,1656,1930,550,0,89,2206,54.12,-5.81,69.64,46.9,1,3,9,780,876,890,1,35,1670,63.26,-21.0,73.65,57.8,1,1,6,1779,2229,369,1,27,2148,9.49,1.0,1.0,1,1,19.97,1.0,0.9138,1,2,,0.503,0.0,2,0,59.67,-13.08,53.96,14.73
99,260.2,0.05,220.0,0.35,0,10,60,50,60,400,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,61.79,-11.38,65.77,57.37,2,7,13,1653,1904,553,0,88,2206,54.18,-4.55,69.78,46.88,1,3,9,770,845,900,1,32,1670,62.82,-23.74,73.61,57.29,1,1,6,1782,2291,366,1,30,2148,9.49,1.0,1.0,1,1,,1.0,0.0,1,0,16.46,0.503,1.0,2,1,59.6,-13.22,53.85,12.98
318,259.6,0.05,220.0,0.2,0,10,60,50,20,400,16.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,61.43,-12.38,65.96,56.83,0,7,13,1632,1905,574,0,85,2206,55.41,-1.62,70.07,48.2,1,3,9,789,815,881,1,26,1670,63.82,-17.18,73.63,58.59,1,1,6,1780,2148,368,1,30,2148,9.43,1.0,1.0,1,1,,1.0,0.0,1,0,16.3,0.503,1.0,2,1,60.22,-10.39,54.54,12.87
418,246.7,0.1,120.0,0.2,1,10,60,10,40,100,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,72.51,44.38,65.52,71.38,0,7,13,1529,549,677,1,84,2206,63.19,34.67,69.28,58.69,1,3,9,775,196,895,0,31,1670,78.9,51.49,73.5,77.52,1,1,6,1797,691,351,0,30,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,12.85,0.503,1.0,2,1,71.53,43.51,69.2,11.93
222,413.8,0.2,220.0,0.2,1,10,140,50,40,200,8.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,76.37,53.72,65.3,76.04,0,7,13,1620,435,586,0,84,2206,65.3,39.52,69.39,61.3,1,2,9,799,138,871,1,28,1670,85.38,70.67,73.5,85.11,1,1,6,1797,278,351,1,28,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,75.68,54.64,74.15,11.02
111,414.9,0.05,220.0,0.2,3,10,140,25,60,200,16.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,73.97,51.59,65.32,74.01,0,7,13,1521,383,685,0,112,2206,62.34,36.29,69.65,58.65,0,3,9,754,147,916,1,50,1670,85.26,71.42,73.58,85.23,1,2,6,1766,230,382,2,36,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,73.86,53.1,72.63,11.02
98,414.4,0.05,120.0,0.2,3,10,140,50,40,200,16.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,73.84,51.59,65.43,73.93,0,7,13,1514,376,692,0,114,2206,62.42,35.93,69.57,59.01,1,3,9,768,165,902,3,54,1670,85.26,71.42,73.58,85.23,1,2,6,1766,230,382,2,36,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,73.84,52.98,72.72,11.02
109,250.8,0.05,120.0,0.1,3,10,140,50,20,200,32.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,72.79,49.73,65.51,72.78,0,7,13,1481,383,725,1,117,2206,62.96,37.78,69.46,59.63,1,3,9,766,133,904,2,53,1670,85.26,71.37,73.6,85.2,1,2,6,1765,230,383,2,35,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,73.67,52.96,72.54,11.02
470,415.4,0.1,80.0,0.2,3,10,140,10,40,200,16.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,73.14,49.05,65.35,73.11,0,7,13,1527,444,679,1,117,2206,62.53,35.81,69.62,59.0,1,3,9,770,170,900,2,52,1670,85.24,71.37,73.58,85.23,1,2,6,1766,230,382,3,36,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,73.64,52.08,72.45,11.02
157,415.5,0.1,120.0,0.2,3,10,140,10,20,200,8.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,72.48,47.73,65.31,72.52,0,7,13,1520,466,686,1,125,2206,62.2,35.27,69.55,58.54,1,3,9,761,169,909,3,50,1670,85.36,71.51,73.59,85.26,1,2,6,1767,230,381,1,34,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,73.35,51.5,72.11,11.02
47,396.9,0.1,220.0,0.1,3,10,140,25,60,100,32.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,73.66,52.18,65.49,73.91,0,7,13,1494,343,712,0,120,2206,62.64,37.19,69.35,59.09,0,3,9,757,135,913,1,51,1670,83.29,65.97,73.54,82.92,1,2,6,1769,350,379,2,35,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,73.2,51.78,71.97,11.02
162,259.1,0.05,80.0,0.2,3,10,140,25,20,400,32.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,72.51,47.69,65.35,72.36,0,7,13,1509,456,697,1,117,2206,62.95,36.47,69.58,59.66,1,3,9,783,172,887,2,55,1670,84.02,68.02,73.57,83.79,1,2,6,1768,304,380,3,35,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,73.16,50.73,71.94,11.02
307,446.7,0.05,220.0,0.35,3,10,140,50,20,400,8.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,73.85,50.36,65.23,73.93,1,7,13,1553,442,653,0,117,2206,62.53,36.71,69.43,58.94,0,3,9,758,144,912,1,51,1670,83.01,65.22,73.57,82.57,1,2,6,1767,365,381,1,35,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,73.13,50.76,71.81,11.02
451,446.0,0.2,80.0,0.2,3,10,140,50,60,400,16.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,72.25,47.05,65.64,71.91,0,7,13,1494,455,712,1,112,2206,63.03,36.89,69.58,59.72,1,3,9,780,162,890,2,54,1670,84.03,68.06,73.57,83.8,1,2,6,1767,302,381,3,35,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,73.1,50.67,71.81,11.02
231,396.8,0.05,160.0,0.1,3,10,140,25,60,100,8.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,73.74,51.77,65.46,73.87,0,7,13,1504,362,702,0,116,2206,62.17,35.75,69.55,58.51,1,3,9,756,158,914,1,52,1670,83.32,65.97,73.57,82.9,1,2,6,1769,351,379,1,34,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,73.08,51.16,71.76,11.02
11,396.6,0.05,160.0,0.35,3,10,140,25,40,100,8.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,73.74,51.77,65.46,73.87,0,7,13,1504,362,702,0,116,2206,62.17,35.75,69.55,58.51,1,3,9,756,158,914,1,52,1670,83.22,65.69,73.57,82.78,1,2,6,1769,357,379,1,34,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,73.04,51.07,71.72,11.02
38,246.1,0.05,220.0,0.35,3,10,140,10,20,100,32.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,72.56,49.41,65.52,72.61,0,7,13,1479,389,727,0,122,2206,62.31,36.41,69.54,58.67,0,3,9,753,144,917,1,51,1670,84.0,67.92,73.57,83.72,1,2,6,1769,309,379,1,35,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,72.96,51.25,71.67,11.02
441,247.2,0.2,220.0,0.35,3,10,140,25,20,100,32.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,72.49,49.37,65.61,72.48,0,7,13,1471,382,735,0,120,2206,62.07,35.93,69.59,58.36,0,3,9,749,148,921,1,51,1670,84.04,68.02,73.56,83.77,1,2,6,1770,308,378,1,35,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,72.87,51.11,71.54,11.02
319,259.6,0.1,80.0,0.35,1,10,60,25,60,400,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,75.23,50.05,65.23,74.66,1,7,13,1622,517,584,1,84,2206,62.09,31.56,69.12,57.49,1,3,9,773,246,897,0,36,1670,81.13,58.61,73.49,80.19,1,1,6,1797,537,351,1,29,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,72.82,46.74,70.78,11.02
460,260.5,0.1,160.0,0.1,3,10,140,10,20,400,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,71.89,45.97,65.23,71.85,1,7,13,1521,507,685,0,129,2206,60.79,32.04,69.22,56.96,0,4,9,749,211,921,3,55,1670,83.2,65.64,73.56,82.76,1,2,6,1769,358,379,1,34,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,71.96,47.88,70.52,11.02
191,247.1,0.1,220.0,0.1,3,10,140,25,20,100,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,71.65,46.87,65.51,71.41,0,7,13,1464,430,742,0,120,2206,60.59,32.57,69.65,56.31,0,4,9,725,180,945,1,48,1670,83.23,65.78,73.55,82.83,1,2,6,1770,356,378,1,35,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,71.82,48.41,70.18,11.02
95,251.7,0.1,80.0,0.1,3,10,140,25,60,200,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,71.81,46.96,65.4,71.83,0,7,13,1489,451,717,2,127,2206,60.33,30.3,69.64,55.97,1,4,9,738,229,932,3,47,1670,83.03,65.22,73.55,82.59,1,2,6,1770,368,378,1,35,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,71.72,47.49,70.13,11.02
482,446.1,0.05,80.0,0.35,3,10,140,10,20,400,16.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,73.02,48.28,65.39,72.92,0,7,13,1535,469,671,1,116,2206,62.35,34.91,69.65,58.85,1,3,9,775,189,895,3,53,1670,79.18,53.63,73.56,78.07,1,2,6,1768,613,380,3,35,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,71.52,45.61,69.95,11.02
80,251.3,0.1,80.0,0.1,3,10,140,10,60,200,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,71.04,44.06,65.42,70.69,0,7,13,1488,516,718,0,124,2206,60.29,30.06,69.61,55.92,1,4,9,739,234,931,3,47,1670,83.03,65.22,73.55,82.59,1,2,6,1770,368,378,1,35,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,71.45,46.45,69.73,11.02
363,446.2,0.2,80.0,0.35,3,10,140,50,20,400,8.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,73.83,50.32,65.23,73.93,1,7,13,1553,442,653,1,117,2206,62.4,35.39,69.43,59.02,1,3,9,774,179,896,4,54,1670,77.65,48.56,73.57,76.23,1,2,6,1767,721,381,3,35,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,71.29,44.76,69.73,11.02
345,259.6,0.05,80.0,0.1,3,10,140,25,40,400,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,72.09,46.55,65.22,72.1,1,7,13,1522,494,684,1,128,2206,60.77,31.68,69.41,56.96,0,3,9,753,221,917,3,56,1670,80.98,59.17,73.56,80.15,1,2,6,1769,497,379,1,34,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,71.28,45.8,69.74,11.02
442,259.2,0.05,160.0,0.2,3,10,140,50,40,400,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,72.0,46.33,65.27,71.92,1,7,13,1516,494,690,0,126,2206,60.5,31.98,69.4,56.42,0,4,9,734,198,936,2,52,1670,80.97,59.12,73.56,80.14,1,2,6,1769,498,379,1,34,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,71.16,45.81,69.49,11.02
495,260.0,0.05,220.0,0.35,1,10,60,10,40,400,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,74.76,48.64,65.26,74.06,1,7,13,1617,544,589,0,84,2206,62.78,33.77,69.13,58.25,1,3,9,771,206,899,1,32,1670,75.25,38.27,73.49,73.05,1,1,6,1797,975,351,0,29,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,70.93,40.23,68.45,11.02
48,259.0,0.2,160.0,0.35,1,10,100,50,40,400,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,74.92,49.18,65.28,74.22,1,7,13,1614,529,592,0,83,2206,62.88,33.83,69.15,58.47,1,3,9,778,213,892,0,35,1670,74.88,36.64,73.48,72.57,1,1,6,1800,1013,348,0,28,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,70.89,39.88,68.42,11.02
75,414.1,0.2,220.0,0.35,3,10,100,10,20,200,8.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,72.5,47.78,65.31,72.52,0,7,13,1520,466,686,0,125,2206,62.06,36.29,69.62,58.17,0,4,9,739,132,931,1,47,1670,77.79,48.98,73.61,76.3,1,2,6,1763,710,385,1,33,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,70.78,44.35,69.0,11.02
37,413.8,0.1,80.0,0.1,3,10,100,10,20,200,8.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,72.48,47.73,65.31,72.52,0,7,13,1520,466,686,1,125,2206,61.75,34.61,69.66,57.84,0,4,9,747,166,923,3,47,1670,77.88,49.26,73.61,76.4,1,2,6,1763,704,385,1,33,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,70.7,43.87,68.92,11.02
123,414.5,0.1,80.0,0.2,3,10,100,10,60,200,8.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,72.48,47.73,65.31,72.52,0,7,13,1520,466,686,1,125,2206,61.74,34.55,69.66,57.82,0,4,9,747,167,923,3,47,1670,77.84,49.16,73.61,76.39,1,2,6,1763,705,385,2,33,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,70.69,43.81,68.91,11.02
480,259.0,0.2,160.0,0.2,1,10,100,25,40,400,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,75.21,49.91,65.23,74.6,1,7,13,1623,522,583,0,84,2206,62.86,33.71,69.19,58.4,1,3,9,777,214,893,0,34,1670,73.87,32.59,73.48,71.32,1,1,6,1800,1100,348,0,28,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,70.65,38.74,68.11,11.02
214,251.6,0.2,220.0,0.35,3,10,100,10,40,200,32.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,72.84,49.0,65.42,72.77,0,7,13,1503,422,703,0,117,2206,62.22,36.65,69.66,58.57,0,3,9,747,134,923,1,51,1670,76.85,45.62,73.6,75.15,1,2,6,1765,784,383,1,33,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,70.64,43.76,68.83,11.02
285,259.6,0.2,120.0,0.2,1,10,100,25,20,400,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,75.19,49.86,65.23,74.6,1,7,13,1623,522,583,1,84,2206,62.86,33.71,69.19,58.4,1,3,9,777,214,893,0,34,1670,73.87,32.59,73.48,71.32,1,1,6,1800,1100,348,0,28,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,70.64,38.72,68.11,11.02
10,246.6,0.05,160.0,0.1,3,10,100,50,40,100,16.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,72.36,48.91,65.59,72.23,0,7,13,1466,387,740,0,117,2206,61.94,35.45,69.68,58.14,0,3,9,748,155,922,1,50,1670,77.13,46.6,73.6,75.49,1,2,6,1765,763,383,1,33,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,70.48,43.65,68.62,11.02
425,247.3,0.2,220.0,0.1,3,10,100,10,20,100,32.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,72.56,49.41,65.52,72.61,0,7,13,1479,389,727,0,122,2206,62.31,36.29,69.58,58.65,0,3,9,754,147,916,1,51,1670,75.94,42.41,73.59,74.07,1,2,6,1765,853,383,1,34,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,70.27,42.7,68.44,11.02
258,251.2,0.1,160.0,0.2,3,10,100,10,60,200,16.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,71.65,44.7,65.25,71.32,0,7,13,1516,529,690,1,120,2206,60.43,31.02,69.63,56.02,0,4,9,733,214,937,1,47,1670,76.22,43.34,73.59,74.38,1,2,6,1765,833,383,1,33,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,69.43,39.69,67.24,11.02
77,246.7,0.2,160.0,0.2,3,10,100,25,40,100,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,71.66,46.78,65.44,71.45,0,7,13,1469,437,737,0,121,2206,60.0,30.6,69.68,55.53,0,4,9,723,211,947,1,48,1670,76.37,43.95,73.58,74.59,1,2,6,1766,821,382,1,34,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,69.34,40.44,67.19,11.02
145,259.7,0.2,220.0,0.35,3,10,60,10,40,400,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,71.85,45.87,65.23,71.8,1,7,13,1520,508,686,0,129,2206,60.24,31.56,69.43,56.04,0,4,9,728,200,942,1,52,1670,74.52,36.96,73.59,72.27,1,2,6,1764,970,384,0,33,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,68.87,38.13,66.7,11.02
