trial,elapsed_s,relink_iou_thresh,relink_dist_thresh,iou_match_threshold,lost_frames_before_gmm,gmm_max_lost,gmm_search_pad,gmm_min_blob_area,gmm_max_lifetime,gmm_history,gmm_var_threshold,gmm_downscale,conf_threshold,imgsz,fps_multiply,bg_subtractor,edge_margin,edge_search_pad,edge_kill_margin,track_high_thresh,track_low_thresh,new_track_thresh,track_buffer,match_thresh,proximity_thresh,appearance_thresh,with_reid,gmc_method,fuse_score,gt1_HOTA,gt1_MOTA,gt1_MOTP,gt1_IDF1,gt1_MT,gt1_ML,gt1_GT_tracks,gt1_TP,gt1_FP,gt1_FN,gt1_IDS,gt1_Frag,gt1_GT_dets,gt2_HOTA,gt2_MOTA,gt2_MOTP,gt2_IDF1,gt2_MT,gt2_ML,gt2_GT_tracks,gt2_TP,gt2_FP,gt2_FN,gt2_IDS,gt2_Frag,gt2_GT_dets,gt3_HOTA,gt3_MOTA,gt3_MOTP,gt3_IDF1,gt3_MT,gt3_ML,gt3_GT_tracks,gt3_TP,gt3_FP,gt3_FN,gt3_IDS,gt3_Frag,gt3_GT_dets,gt1_vec_angle_diff,gt1_vec_conf_gt,gt1_vec_conf_pred,gt1_vec_n_gt,gt1_vec_n_pred,gt2_vec_angle_diff,gt2_vec_conf_gt,gt2_vec_conf_pred,gt2_vec_n_gt,gt2_vec_n_pred,gt3_vec_angle_diff,gt3_vec_conf_gt,gt3_vec_conf_pred,gt3_vec_n_gt,gt3_vec_n_pred,avg_HOTA,avg_MOTA,avg_IDF1,avg_vec_angle_diff
358,449.8,0.1,120.0,0.2,0,20,140,10,60,400,8.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,61.86,-13.96,65.8,57.17,2,7,13,1677,1984,529,1,76,2206,55.85,-3.71,69.87,48.89,1,2,9,828,889,842,1,30,1670,62.02,-28.77,73.61,56.3,1,1,6,1780,2395,368,3,30,2148,9.54,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,59.91,-15.48,54.12,9.54
265,418.7,0.2,220.0,0.1,0,20,140,25,60,200,8.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,61.25,-13.64,65.98,56.66,0,7,13,1638,1938,568,1,87,2206,55.14,-3.17,69.96,47.75,1,3,9,787,839,883,1,24,1670,62.99,-22.35,73.69,57.48,1,1,6,1775,2253,373,2,27,2148,9.54,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,59.79,-13.05,53.96,9.54
344,399.8,0.2,160.0,0.1,0,20,60,25,40,100,8.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,60.73,-15.23,66.07,55.75,0,7,13,1601,1936,605,1,76,2206,55.02,-4.73,70.01,47.63,1,3,9,795,873,875,1,25,1670,63.19,-21.18,73.64,57.77,1,1,6,1780,2234,368,1,30,2148,9.54,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,59.65,-13.71,53.72,9.54
270,400.6,0.2,80.0,0.1,0,20,140,25,40,100,8.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,60.73,-15.23,66.07,55.75,0,7,13,1601,1936,605,1,76,2206,55.05,-4.67,70.02,47.71,1,3,9,797,874,873,1,26,1670,62.93,-23.65,73.59,57.44,1,1,6,1790,2295,358,3,28,2148,9.54,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,59.57,-14.52,53.63,9.54
437,400.7,0.1,80.0,0.35,0,20,140,25,40,100,8.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,60.73,-15.23,66.07,55.75,0,7,13,1601,1936,605,1,76,2206,55.05,-4.67,70.02,47.71,1,3,9,797,874,873,1,26,1670,62.87,-24.12,73.59,57.34,1,1,6,1790,2306,358,2,28,2148,9.54,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,59.55,-14.67,53.6,9.54
272,252.0,0.1,120.0,0.35,0,20,100,50,60,200,16.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,62.07,-10.29,65.72,57.48,0,7,13,1644,1870,562,1,76,2206,54.76,-6.53,69.92,47.29,1,3,9,798,907,872,0,26,1670,63.11,-21.93,73.62,57.68,1,1,6,1784,2254,364,1,30,2148,9.49,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,59.98,-12.92,54.15,9.49
479,252.7,0.05,160.0,0.1,0,20,140,50,40,200,16.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,62.09,-10.24,65.72,57.48,0,7,13,1644,1870,562,0,76,2206,54.67,-6.05,69.94,47.26,1,3,9,793,893,877,1,27,1670,63.18,-21.6,73.61,57.76,1,1,6,1785,2248,363,1,30,2148,9.49,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,59.98,-12.63,54.17,9.49
296,252.9,0.2,120.0,0.35,0,20,60,25,60,200,16.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,61.15,-14.23,65.86,56.38,0,7,13,1628,1941,578,1,80,2206,54.53,-7.07,69.9,47.04,1,3,9,794,912,876,0,27,1670,63.64,-18.11,73.65,58.39,1,1,6,1779,2167,369,1,31,2148,9.49,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,59.77,-13.14,53.94,9.49
489,252.9,0.2,160.0,0.2,0,20,100,25,40,200,16.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,60.83,-16.23,65.86,55.95,0,7,13,1628,1985,578,1,80,2206,54.54,-6.17,69.89,47.14,1,3,9,790,892,880,1,28,1670,63.14,-21.74,73.62,57.72,1,1,6,1784,2250,364,1,30,2148,9.49,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,59.5,-14.71,53.6,9.49
15,260.5,0.2,120.0,0.35,0,20,100,50,60,400,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,61.47,-13.28,65.78,56.96,2,7,13,1653,1945,553,1,88,2206,53.96,-8.38,69.82,46.67,1,2,9,792,932,878,0,36,1670,62.24,-27.89,73.6,56.52,1,1,6,1785,2383,363,1,29,2148,9.49,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,59.22,-16.52,53.38,9.49
298,261.6,0.1,220.0,0.2,0,20,60,10,40,400,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,61.22,-15.0,65.76,56.63,2,7,13,1656,1987,550,0,89,2206,53.57,-7.96,69.82,46.11,1,3,9,771,903,899,1,33,1670,62.85,-23.51,73.61,57.34,1,1,6,1782,2286,366,1,30,2148,9.49,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,59.21,-15.49,53.36,9.49
332,252.7,0.1,80.0,0.2,0,20,60,10,60,200,16.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,61.16,-13.96,65.78,56.51,0,7,13,1633,1941,573,0,86,2206,54.7,-7.96,69.94,47.23,1,2,9,807,940,863,0,27,1670,60.01,-43.9,73.64,53.63,1,1,6,1787,2729,361,1,30,2148,9.49,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,58.62,-21.94,52.46,9.49
187,248.7,0.1,120.0,0.1,0,20,140,25,20,100,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,59.42,-19.36,66.19,54.19,0,7,13,1557,1983,649,1,81,2206,54.13,-7.6,69.99,46.77,1,2,9,789,915,881,1,32,1670,62.22,-27.7,73.59,56.54,1,1,6,1783,2376,365,2,30,2148,9.49,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,58.59,-18.22,52.5,9.49
65,248.4,0.1,120.0,0.35,0,20,60,10,20,100,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,58.58,-23.39,66.23,53.16,0,7,13,1544,2059,662,1,84,2206,54.12,-8.44,69.89,46.75,1,2,9,795,936,875,0,33,1670,61.96,-29.47,73.6,56.19,1,1,6,1783,2415,365,1,31,2148,9.49,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,58.22,-20.43,52.03,9.49
295,262.1,0.1,80.0,0.2,0,20,60,10,40,400,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,61.22,-15.0,65.76,56.63,2,7,13,1656,1987,550,0,89,2206,52.97,-12.87,69.68,45.25,1,3,9,779,994,891,0,33,1670,59.08,-51.49,73.59,52.39,1,1,6,1790,2895,358,1,29,2148,9.49,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,57.76,-26.45,51.42,9.49
415,247.3,0.1,220.0,0.1,0,20,60,50,40,100,16.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,61.2,-12.15,65.98,56.38,0,7,13,1599,1867,607,0,77,2206,55.76,-1.44,70.08,48.56,1,2,9,799,822,871,1,24,1670,63.16,-21.23,73.65,57.76,1,1,6,1780,2235,368,1,31,2148,9.45,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,60.04,-11.61,54.23,9.45
426,247.9,0.05,220.0,0.1,0,20,60,50,60,100,16.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,61.2,-12.15,65.98,56.38,0,7,13,1599,1867,607,0,77,2206,55.76,-1.44,70.08,48.56,1,2,9,799,822,871,1,24,1670,63.16,-21.23,73.65,57.76,1,1,6,1780,2235,368,1,31,2148,9.45,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,60.04,-11.61,54.23,9.45
193,248.4,0.2,160.0,0.2,0,20,140,50,60,100,16.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,61.2,-12.15,65.98,56.38,0,7,13,1599,1867,607,0,77,2206,54.86,-4.91,69.98,47.43,1,3,9,790,871,880,1,25,1670,63.05,-22.39,73.62,57.6,1,1,6,1785,2265,363,1,30,2148,9.45,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,59.7,-13.15,53.8,9.45
321,252.2,0.05,220.0,0.1,0,20,60,50,60,200,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,60.38,-16.09,65.94,55.53,0,7,13,1599,1954,607,0,87,2206,54.6,-4.61,70.0,47.31,1,2,9,784,860,886,1,30,1670,63.72,-17.74,73.62,58.49,1,1,6,1781,2161,367,1,31,2148,9.45,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,59.57,-12.81,53.78,9.45
224,253.3,0.2,220.0,0.1,0,20,100,50,60,200,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,60.38,-16.09,65.95,55.53,0,7,13,1599,1954,607,0,87,2206,54.6,-4.61,70.01,47.31,1,2,9,784,860,886,1,30,1670,63.2,-21.51,73.59,57.79,1,1,6,1786,2247,362,1,30,2148,9.45,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,59.39,-14.07,53.54,9.45
411,252.6,0.1,120.0,0.35,0,20,100,50,40,200,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,60.36,-16.14,65.95,55.53,0,7,13,1599,1954,607,1,87,2206,54.51,-6.89,69.97,47.17,1,2,9,797,912,873,0,31,1670,63.17,-21.74,73.59,57.74,1,1,6,1786,2252,362,1,30,2148,9.45,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,59.35,-14.92,53.48,9.45
308,252.9,0.2,160.0,0.35,0,20,100,50,20,200,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,60.38,-16.09,65.95,55.53,0,7,13,1599,1954,607,0,87,2206,54.38,-6.53,69.99,47.02,1,2,9,789,897,881,1,30,1670,63.17,-21.74,73.59,57.74,1,1,6,1786,2252,362,1,30,2148,9.45,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,59.31,-14.79,53.43,9.45
492,247.8,0.1,220.0,0.2,0,20,60,50,40,100,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,59.54,-17.91,66.18,54.4,0,7,13,1551,1945,655,1,83,2206,54.84,-3.71,69.94,47.59,1,2,9,786,847,884,1,29,1670,63.19,-21.18,73.6,57.8,1,1,6,1782,2236,366,1,31,2148,9.45,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,59.19,-14.27,53.26,9.45
17,253.6,0.1,120.0,0.1,0,20,60,10,60,200,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,59.12,-24.89,65.97,53.94,0,7,13,1613,2162,593,0,91,2206,53.98,-9.22,69.88,46.48,1,2,9,792,946,878,0,31,1670,62.8,-23.79,73.61,57.29,1,1,6,1783,2293,365,1,31,2148,9.45,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,58.63,-19.3,52.57,9.45
315,260.2,0.2,80.0,0.35,0,20,100,50,60,400,16.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,61.1,-14.46,65.96,56.42,0,7,13,1634,1952,572,1,85,2206,55.32,-5.09,69.96,48.09,1,2,9,813,898,857,0,28,1670,62.98,-23.7,73.58,57.45,1,1,6,1793,2301,355,1,28,2148,9.43,1.0,1.0,1,1,,1.0,0.0,1,0,,0.503,0.0,2,0,59.8,-14.42,53.99,9.43
184,251.3,0.05,220.0,0.1,1,20,60,50,40,200,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,73.4,46.1,65.37,72.57,0,7,13,1573,556,633,0,90,2206,63.78,35.87,69.43,59.44,1,2,9,784,184,886,1,30,1670,85.38,70.76,73.49,85.13,1,1,6,1798,278,350,0,30,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,5.13,0.503,0.4884,2,2,74.19,50.91,72.38,8.07
351,251.1,0.05,120.0,0.2,1,20,60,50,40,200,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,73.37,46.06,65.37,72.57,0,7,13,1573,556,633,1,90,2206,63.31,33.29,69.33,58.8,1,2,9,795,239,875,0,31,1670,85.38,70.76,73.49,85.13,1,1,6,1798,278,350,0,30,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,5.13,0.503,0.4884,2,2,74.02,50.04,72.17,8.07
19,251.7,0.2,160.0,0.2,3,20,100,25,60,200,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,69.88,39.76,65.32,69.36,0,7,13,1503,625,703,1,130,2206,59.85,29.1,69.69,55.21,0,4,9,729,242,941,1,46,1670,74.26,35.99,73.58,71.99,1,2,6,1766,992,382,1,34,2148,11.02,1.0,1.0,1,1,5.09,1.0,1.0,1,1,,0.503,0.0,2,0,68.0,34.95,65.52,8.05
331,252.1,0.2,160.0,0.35,3,20,100,25,60,200,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,69.88,39.76,65.32,69.36,0,7,13,1503,625,703,1,130,2206,59.85,29.1,69.69,55.21,0,4,9,729,242,941,1,46,1670,74.2,35.75,73.58,71.92,1,2,6,1766,997,382,1,34,2148,11.02,1.0,1.0,1,1,5.09,1.0,1.0,1,1,,0.503,0.0,2,0,67.98,34.87,65.5,8.05
129,414.5,0.05,120.0,0.35,1,20,60,50,20,200,16.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,76.32,52.58,65.31,75.6,0,7,13,1619,458,587,1,69,2206,65.32,37.25,69.52,61.03,1,2,9,820,197,850,1,23,1670,85.36,70.72,73.47,85.11,1,1,6,1798,279,350,0,30,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,4.98,0.503,0.4863,2,2,75.67,53.52,73.91,8.0
477,415.2,0.2,120.0,0.1,1,20,60,10,40,200,16.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,75.87,51.13,65.27,75.14,0,7,13,1628,499,578,1,73,2206,64.57,35.75,69.43,60.12,1,3,9,808,210,862,1,24,1670,85.38,70.76,73.47,85.13,1,1,6,1798,278,350,0,30,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,4.98,0.503,0.4863,2,2,75.27,52.55,73.46,8.0
312,396.4,0.05,220.0,0.1,1,20,60,50,20,100,8.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,76.45,53.63,65.15,75.96,0,7,13,1616,433,590,0,77,2206,65.17,38.86,69.5,60.98,1,2,9,797,147,873,1,25,1670,85.36,70.67,73.51,85.09,1,1,6,1797,279,351,0,29,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,4.9,0.503,0.4851,2,2,75.66,54.39,74.01,7.96
365,447.7,0.2,220.0,0.1,1,20,60,10,40,400,8.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,75.96,50.86,65.24,75.25,1,7,13,1648,526,558,0,75,2206,65.06,38.2,69.2,61.11,1,2,9,810,171,860,1,31,1670,83.16,64.62,73.48,82.54,1,1,6,1797,409,351,0,29,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,4.84,0.503,0.4842,2,2,74.73,51.23,72.97,7.93
300,251.5,0.2,220.0,0.35,1,20,60,25,40,200,32.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,75.55,50.32,65.37,74.7,0,7,13,1618,508,588,0,72,2206,65.49,39.28,69.56,61.32,1,2,9,803,146,867,1,24,1670,85.39,70.72,73.49,85.11,1,1,6,1798,279,350,0,29,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,4.41,0.503,0.4765,2,2,75.48,53.44,73.71,7.71
13,395.7,0.1,220.0,0.35,1,20,60,50,60,100,32.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,76.78,54.31,65.16,76.23,0,7,13,1616,418,590,0,72,2206,67.11,42.75,69.19,63.34,1,2,9,825,110,845,1,23,1670,85.43,70.81,73.45,85.16,1,1,6,1799,278,349,0,29,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,4.38,0.503,0.4771,2,2,76.44,55.96,74.91,7.7
446,246.5,0.2,220.0,0.35,1,20,60,50,60,100,32.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,77.08,54.9,65.21,76.6,1,7,13,1629,418,577,0,73,2206,66.25,40.72,69.39,62.15,1,2,9,812,131,858,1,21,1670,85.36,70.72,73.49,85.11,1,1,6,1798,279,350,0,30,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,4.38,0.503,0.4771,2,2,76.23,55.45,74.62,7.7
254,246.1,0.05,160.0,0.1,1,20,60,25,40,100,32.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,75.83,52.27,65.37,75.26,0,7,13,1602,449,604,0,79,2206,64.84,36.71,69.43,60.48,1,2,9,808,194,862,1,24,1670,85.38,70.76,73.49,85.13,1,1,6,1798,278,350,0,30,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,4.38,0.503,0.4771,2,2,75.35,53.25,73.62,7.7
409,396.6,0.2,120.0,0.35,1,20,60,10,40,100,32.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,75.08,50.27,65.29,74.32,0,7,13,1586,476,620,1,77,2206,64.82,36.29,69.32,60.44,1,2,9,812,205,858,1,24,1670,85.43,70.81,73.45,85.16,1,1,6,1799,278,349,0,29,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,4.38,0.503,0.4771,2,2,75.11,52.46,73.31,7.7
139,259.6,0.2,160.0,0.1,1,20,60,25,60,400,32.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,74.92,48.41,65.25,73.95,0,7,13,1615,547,591,0,73,2206,65.15,37.01,69.44,60.91,1,2,9,819,200,851,1,25,1670,85.42,70.86,73.47,85.18,1,1,6,1799,277,349,0,30,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,4.32,0.503,0.4745,2,2,75.16,52.09,73.35,7.67
239,396.2,0.2,120.0,0.1,1,20,100,10,60,100,32.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,75.08,50.27,65.29,74.32,0,7,13,1586,476,620,1,77,2206,64.62,37.01,69.33,60.2,1,3,9,795,176,875,1,24,1670,86.13,72.53,73.44,85.93,1,1,6,1802,244,346,0,28,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,4.27,0.503,0.4754,2,2,75.28,53.27,73.48,7.64
3,446.0,0.2,220.0,0.1,1,20,100,10,20,400,16.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,75.05,49.09,65.37,74.32,0,7,13,1625,542,581,0,81,2206,64.92,37.9,69.46,60.7,1,3,9,800,166,870,1,26,1670,85.8,71.69,73.45,85.56,1,1,6,1801,261,347,0,28,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,4.2,0.503,0.4744,2,2,75.26,52.89,73.53,7.61
369,246.0,0.2,120.0,0.2,1,20,140,25,20,100,32.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,75.81,52.22,65.37,75.26,0,7,13,1602,449,604,1,79,2206,64.18,35.21,69.39,59.68,1,3,9,800,211,870,1,25,1670,85.67,71.51,73.5,85.47,1,1,6,1797,260,351,1,29,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,4.14,0.503,0.4735,2,2,75.22,52.98,73.47,7.58
50,414.7,0.1,160.0,0.1,1,20,140,50,40,200,16.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,76.35,52.63,65.31,75.6,0,7,13,1619,458,587,0,69,2206,64.69,36.17,69.39,60.28,1,3,9,808,203,862,1,24,1670,85.51,71.23,73.5,85.36,1,1,6,1793,260,355,3,30,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,4.02,0.503,0.4717,2,2,75.52,53.34,73.75,7.52
59,397.4,0.05,220.0,0.2,1,20,100,25,20,100,16.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,76.59,53.58,65.22,76.01,0,7,13,1622,440,584,0,73,2206,64.45,37.31,69.35,60.11,1,3,9,788,164,882,1,26,1670,85.78,71.69,73.47,85.56,1,1,6,1801,261,347,0,29,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,3.66,0.503,0.4809,2,2,75.61,54.19,73.89,7.34
220,444.5,0.05,220.0,0.35,1,20,100,50,60,400,32.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,74.73,49.09,65.42,73.99,0,7,13,1597,514,609,0,82,2206,65.91,40.3,69.14,61.87,1,3,9,808,134,862,1,24,1670,85.12,69.79,73.44,84.75,1,1,6,1803,304,345,0,27,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,2.9,0.503,0.4543,2,2,75.25,53.06,73.54,6.96
211,445.9,0.05,220.0,0.2,1,20,100,10,20,400,32.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,72.9,44.11,65.55,71.77,0,7,13,1567,594,639,0,83,2206,66.11,40.78,68.99,62.26,1,3,9,815,133,855,1,27,1670,85.12,69.79,73.44,84.75,1,1,6,1803,304,345,0,27,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,2.9,0.503,0.4543,2,2,74.71,51.56,72.93,6.96
32,253.8,0.05,160.0,0.2,0,20,140,25,40,200,8.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,60.34,-16.23,65.88,55.63,0,7,13,1607,1964,599,1,93,2206,53.82,-8.44,70.01,46.29,1,3,9,780,920,890,1,30,1670,62.22,-27.75,73.6,56.53,1,1,6,1783,2377,365,2,30,2148,9.45,1.0,1.0,1,1,3.5,1.0,1.0,1,1,,0.503,0.0,2,0,58.79,-17.47,52.82,6.47
447,251.4,0.05,220.0,0.35,3,20,100,50,40,200,32.0,0.5,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,73.01,49.32,65.35,73.03,0,7,13,1514,426,692,0,120,2206,62.05,35.63,69.51,58.28,0,4,9,750,154,920,1,50,1670,83.33,66.01,73.6,82.88,1,2,6,1765,346,383,1,33,2148,11.02,1.0,1.0,1,1,,1.0,0.0,1,0,1.02,0.503,0.4237,2,2,72.8,50.32,71.4,6.02
188,446.3,0.2,160.0,0.2,1,20,60,50,20,400,16.0,1.0,0.05,1280,1,MOG2,40,50,60,0.1,0.01,0.2,30,0.8,0.4,0.1,False,sparseOptFlow,True,74.16,46.69,65.56,73.03,0,7,13,1592,562,614,0,73,2206,66.06,40.06,69.41,62.09,1,2,9,819,149,851,1,25,1670,85.4,70.76,73.46,85.13,1,1,6,1798,278,350,0,29,2148,,1.0,0.0,1,0,,1.0,0.0,1,0,5.17,0.503,0.4892,2,2,75.21,52.5,73.42,5.17
